Iteration,CurrentMin,CurrentMax,HistoricalMin,HistoricalMax,MeanFitness,StandardDevFitness,P0   ,P25  ,P50  ,P75  ,P100 ,MeanPheromone,StandardDevPheromone,P0   ,P25  ,P50  ,P75  ,P100 ,StepGradient(u/iter),TimeGradient(u/s),ElapsedTime(s),PheromoneImageSaved
110,2320.0000,4128.0000,2320.0000,4698.0000,2666.9800,453.4917,2320.0000,2320.0000,2320.0000,2912.5000,4128.0000,0.1758,0.2819,0.0010,0.0010,0.0010,0.2436,1.0000,-78.0400,-129509.7746,0.0603,true
111,2320.0000,3782.0000,2320.0000,4698.0000,2547.6200,363.6774,2320.0000,2320.0000,2320.0000,2632.0000,3782.0000,0.1758,0.2780,0.0010,0.0010,0.0010,0.2380,1.0000,119.3600,206519.8396,0.0578,true
112,2320.0000,3634.0000,2320.0000,4698.0000,2590.0400,384.5687,2320.0000,2320.0000,2320.0000,2863.0000,3634.0000,0.1758,0.2788,0.0010,0.0010,0.0010,0.2604,1.0000,-42.4200,-75739.8563,0.0560,true
113,2320.0000,3806.0000,2320.0000,4698.0000,2647.5400,418.9577,2320.0000,2320.0000,2320.0000,2966.5000,3806.0000,0.1758,0.2783,0.0010,0.0010,0.0010,0.2596,1.0000,-57.5000,-103394.5789,0.0556,true
114,2320.0000,4010.0000,2320.0000,4698.0000,2711.1600,470.0383,2320.0000,2320.0000,2482.0000,3042.0000,4010.0000,0.1758,0.2751,0.0010,0.0010,0.0010,0.2734,1.0000,-63.6200,-111997.9720,0.0568,true
115,2320.0000,3946.0000,2320.0000,4698.0000,2627.6200,438.6307,2320.0000,2320.0000,2320.0000,2996.0000,3946.0000,0.1758,0.2759,0.0010,0.0010,0.0010,0.2619,1.0000,83.5400,146091.0927,0.0572,true
116,2320.0000,3998.0000,2320.0000,4698.0000,2622.9200,431.8517,2320.0000,2320.0000,2320.0000,2919.5000,3998.0000,0.1758,0.2776,0.0010,0.0010,0.0010,0.2345,1.0000,4.7000,8124.0526,0.0579,true
117,2320.0000,3796.0000,2320.0000,4698.0000,2609.2600,440.7657,2320.0000,2320.0000,2320.0000,2872.5000,3796.0000,0.1758,0.2748,0.0010,0.0010,0.0010,0.2341,1.0000,13.6600,24741.9394,0.0552,true
118,2320.0000,4184.0000,2320.0000,4698.0000,2666.6800,485.8038,2320.0000,2320.0000,2320.0000,2987.0000,4184.0000,0.1758,0.2724,0.0010,0.0010,0.0010,0.2491,1.0000,-57.4200,-101309.3287,0.0567,true
119,2320.0000,4310.0000,2320.0000,4698.0000,2582.9200,421.4565,2320.0000,2320.0000,2320.0000,2792.5000,4310.0000,0.1758,0.2736,0.0010,0.0010,0.0010,0.2650,1.0000,83.7600,139390.6817,0.0601,true
120,2320.0000,3874.0000,2320.0000,4698.0000,2593.1200,415.9025,2320.0000,2320.0000,2320.0000,2860.0000,3874.0000,0.1758,0.2714,0.0010,0.0010,0.0010,0.2581,1.0000,-10.2000,-17513.5859,0.0582,true
121,2320.0000,4152.0000,2320.0000,4698.0000,2720.9600,491.6385,2320.0000,2320.0000,2320.0000,3039.0000,4152.0000,0.1758,0.2778,0.0010,0.0010,0.0010,0.2445,1.0000,-127.8400,-215901.8174,0.0592,true
122,2320.0000,4088.0000,2320.0000,4698.0000,2686.9400,426.8821,2320.0000,2320.0000,2570.0000,2954.0000,4088.0000,0.1758,0.2766,0.0010,0.0010,0.0010,0.2420,1.0000,34.0200,58463.4526,0.0582,true
123,2320.0000,3930.0000,2320.0000,4698.0000,2610.5000,425.6201,2320.0000,2320.0000,2320.0000,2904.5000,3930.0000,0.1758,0.2736,0.0010,0.0010,0.0010,0.2590,1.0000,76.4400,133445.2942,0.0573,true
124,2320.0000,4310.0000,2320.0000,4698.0000,2635.3600,484.1243,2320.0000,2320.0000,2320.0000,3024.0000,4310.0000,0.1758,0.2722,0.0010,0.0010,0.0010,0.2872,1.0000,-24.8600,-44254.0890,0.0562,true
125,2320.0000,3786.0000,2320.0000,4698.0000,2657.5000,434.2961,2320.0000,2320.0000,2320.0000,2940.5000,3786.0000,0.1758,0.2733,0.0010,0.0010,0.0010,0.2971,1.0000,-22.1400,-38351.0769,0.0577,true
126,2320.0000,3918.0000,2320.0000,4698.0000,2664.3000,447.5958,2320.0000,2320.0000,2320.0000,3038.0000,3918.0000,0.1758,0.2743,0.0010,0.0010,0.0010,0.2600,1.0000,-6.8000,-12194.0504,0.0558,true
127,2320.0000,3902.0000,2320.0000,4698.0000,2709.5400,492.5028,2320.0000,2320.0000,2320.0000,3046.5000,3902.0000,0.1758,0.2748,0.0010,0.0010,0.0010,0.2751,1.0000,-45.2400,-74160.6519,0.0610,true
128,2320.0000,3888.0000,2320.0000,4698.0000,2618.9800,407.9843,2320.0000,2320.0000,2320.0000,2972.5000,3888.0000,0.1758,0.2747,0.0010,0.0010,0.0010,0.2589,1.0000,90.5600,154802.0957,0.0585,true
129,2320.0000,4152.0000,2320.0000,4698.0000,2731.3800,460.0827,2320.0000,2320.0000,2625.0000,3072.0000,4152.0000,0.1758,0.2774,0.0010,0.0010,0.0010,0.2729,1.0000,-112.4000,-197977.9477,0.0568,true
130,2320.0000,3858.0000,2320.0000,4698.0000,2689.8800,424.8763,2320.0000,2320.0000,2518.0000,3031.0000,3858.0000,0.1758,0.2769,0.0010,0.0010,0.0010,0.2666,1.0000,41.5000,73773.8432,0.0563,true
131,2320.0000,3796.0000,2320.0000,4698.0000,2633.3800,433.0735,2320.0000,2320.0000,2320.0000,2986.5000,3796.0000,0.1754,0.2782,0.0010,0.0010,0.0010,0.2518,1.0000,56.5000,99697.5547,0.0567,true
132,2320.0000,3746.0000,2320.0000,4698.0000,2644.6400,424.2963,2320.0000,2320.0000,2320.0000,3008.0000,3746.0000,0.1755,0.2768,0.0010,0.0010,0.0010,0.2462,1.0000,-11.2600,-19788.3734,0.0569,true
133,2320.0000,4178.0000,2320.0000,4698.0000,2629.7600,466.4203,2320.0000,2320.0000,2320.0000,2940.5000,4178.0000,0.1755,0.2767,0.0010,0.0010,0.0010,0.2459,1.0000,14.8800,25999.3500,0.0572,true
134,2320.0000,4184.0000,2320.0000,4698.0000,2717.8600,467.6115,2320.0000,2320.0000,2528.0000,3072.0000,4184.0000,0.1756,0.2743,0.0010,0.0010,0.0010,0.2627,1.0000,-88.1000,-156698.2731,0.0562,true
135,2320.0000,3746.0000,2320.0000,4698.0000,2663.8600,427.1813,2320.0000,2320.0000,2467.0000,2956.0000,3746.0000,0.1754,0.2783,0.0010,0.0010,0.0010,0.2447,1.0000,54.0000,89728.2729,0.0602,true
136,2320.0000,3738.0000,2320.0000,4698.0000,2652.5000,403.3488,2320.0000,2320.0000,2448.0000,2999.0000,3738.0000,0.1755,0.2758,0.0010,0.0010,0.0010,0.2582,1.0000,11.3600,20006.0934,0.0568,true
137,2320.0000,4354.0000,2320.0000,4698.0000,2740.9800,490.4902,2320.0000,2320.0000,2526.0000,3073.0000,4354.0000,0.1753,0.2774,0.0010,0.0010,0.0010,0.2532,1.0000,-88.4800,-151500.6233,0.0584,true
138,2320.0000,3862.0000,2320.0000,4698.0000,2599.0000,403.2382,2320.0000,2320.0000,2320.0000,2884.5000,3862.0000,0.1754,0.2761,0.0010,0.0010,0.0010,0.2424,1.0000,141.9800,250471.0224,0.0567,true
139,2320.0000,3746.0000,2320.0000,4698.0000,2750.5000,478.3754,2320.0000,2320.0000,2518.0000,3079.0000,3746.0000,0.1755,0.2718,0.0010,0.0010,0.0010,0.2401,1.0000,-151.5000,-269022.9406,0.0563,true
140,2320.0000,3858.0000,2320.0000,4698.0000,2657.3800,454.9066,2320.0000,2320.0000,2320.0000,2976.5000,3858.0000,0.1749,0.2745,0.0010,0.0010,0.0010,0.2360,1.0000,93.1200,162757.9360,0.0572,true
141,2320.0000,4052.0000,2320.0000,4698.0000,2680.2000,451.3450,2320.0000,2320.0000,2320.0000,3005.0000,4052.0000,0.1750,0.2744,0.0010,0.0010,0.0010,0.2611,1.0000,-22.8200,-39166.5522,0.0583,true
142,2320.0000,3770.0000,2320.0000,4698.0000,2608.1200,418.0278,2320.0000,2320.0000,2320.0000,2902.5000,3770.0000,0.1748,0.2736,0.0010,0.0010,0.0010,0.2503,1.0000,72.0800,127003.3689,0.0568,true
143,2320.0000,3748.0000,2320.0000,4698.0000,2648.5800,417.8821,2320.0000,2320.0000,2320.0000,2966.0000,3748.0000,0.1749,0.2758,0.0010,0.0010,0.0010,0.2275,1.0000,-40.4600,-72631.3144,0.0557,true
144,2320.0000,3770.0000,2320.0000,4698.0000,2629.3200,398.4210,2320.0000,2320.0000,2320.0000,2978.0000,3770.0000,0.1750,0.2761,0.0010,0.0010,0.0010,0.2470,1.0000,19.2600,31847.1338,0.0605,true
145,2320.0000,4310.0000,2320.0000,4698.0000,2678.3600,479.8240,2320.0000,2320.0000,2320.0000,2966.0000,4310.0000,0.1745,0.2750,0.0010,0.0010,0.0010,0.2431,1.0000,-49.0400,-87141.6336,0.0563,true
146,2320.0000,3796.0000,2320.0000,4698.0000,2617.8800,377.3680,2320.0000,2320.0000,2320.0000,2966.0000,3796.0000,0.1747,0.2734,0.0010,0.0010,0.0010,0.2542,1.0000,60.4800,105767.1793,0.0572,true
147,2320.0000,3978.0000,2320.0000,4698.0000,2653.6200,431.8782,2320.0000,2320.0000,2320.0000,3035.0000,3978.0000,0.1743,0.2752,0.0010,0.0010,0.0010,0.2648,1.0000,-35.7400,-62484.1561,0.0572,true
148,2320.0000,3686.0000,2320.0000,4698.0000,2587.0200,390.2839,2320.0000,2320.0000,2320.0000,2884.5000,3686.0000,0.1742,0.2776,0.0010,0.0010,0.0010,0.2561,1.0000,66.6000,118567.3644,0.0562,true
149,2320.0000,4144.0000,2320.0000,4698.0000,2655.8600,478.0289,2320.0000,2320.0000,2320.0000,2956.0000,4144.0000,0.1736,0.2783,0.0010,0.0010,0.0010,0.2480,1.0000,-68.8400,-125958.7798,0.0547,true
150,2320.0000,3746.0000,2320.0000,4698.0000,2634.5000,396.8968,2320.0000,2320.0000,2320.0000,2928.5000,3746.0000,0.1741,0.2770,0.0010,0.0010,0.0010,0.2457,1.0000,21.3600,36017.1385,0.0593,true
151,2320.0000,3574.0000,2320.0000,4698.0000,2596.7200,386.0849,2320.0000,2320.0000,2320.0000,2904.0000,3574.0000,0.1744,0.2723,0.0010,0.0010,0.0010,0.2958,1.0000,37.7800,68417.8596,0.0552,true
152,2320.0000,4222.0000,2320.0000,4698.0000,2660.7800,434.0217,2320.0000,2320.0000,2320.0000,3072.0000,4222.0000,0.1747,0.2680,0.0010,0.0010,0.0010,0.2946,1.0000,-64.0600,-108219.1480,0.0592,true
153,2320.0000,4050.0000,2320.0000,4698.0000,2603.8200,443.1477,2320.0000,2320.0000,2320.0000,2833.0000,4050.0000,0.1749,0.2694,0.0010,0.0010,0.0010,0.2648,1.0000,56.9600,94436.2837,0.0603,true
154,2320.0000,3796.0000,2320.0000,4698.0000,2618.0000,421.0019,2320.0000,2320.0000,2320.0000,2872.0000,3796.0000,0.1751,0.2680,0.0010,0.0010,0.0010,0.2777,1.0000,-14.1800,-24357.3976,0.0582,true
155,2320.0000,3822.0000,2320.0000,4698.0000,2666.1400,457.2140,2320.0000,2320.0000,2320.0000,2969.0000,3822.0000,0.1752,0.2700,0.0010,0.0010,0.0010,0.2901,1.0000,-48.1400,-81468.3942,0.0591,true
156,2320.0000,3994.0000,2320.0000,4698.0000,2625.4400,458.9684,2320.0000,2320.0000,2320.0000,2976.5000,3994.0000,0.1754,0.2699,0.0010,0.0010,0.0010,0.2838,1.0000,40.7000,71851.0019,0.0566,true
157,2320.0000,3796.0000,2320.0000,4698.0000,2638.9600,417.2753,2320.0000,2320.0000,2320.0000,2912.0000,3796.0000,0.1754,0.2717,0.0010,0.0010,0.0010,0.2842,1.0000,-13.5200,-22417.4724,0.0603,true
158,2320.0000,3770.0000,2320.0000,4698.0000,2604.7600,385.4133,2320.0000,2320.0000,2320.0000,2966.5000,3770.0000,0.1755,0.2736,0.0010,0.0010,0.0010,0.2697,1.0000,34.2000,60835.2574,0.0562,true
159,2320.0000,4144.0000,2320.0000,4698.0000,2656.9800,437.1354,2320.0000,2320.0000,2417.0000,2937.5000,4144.0000,0.1756,0.2711,0.0010,0.0010,0.0010,0.2541,1.0000,-52.2200,-92036.7583,0.0567,true
160,2320.0000,4088.0000,2320.0000,4698.0000,2647.4800,439.5918,2320.0000,2320.0000,2320.0000,2916.5000,4088.0000,0.1756,0.2736,0.0010,0.0010,0.0010,0.2704,1.0000,9.5000,16590.2062,0.0573,true
161,2320.0000,3796.0000,2320.0000,4698.0000,2609.6200,445.8410,2320.0000,2320.0000,2320.0000,2902.5000,3796.0000,0.1757,0.2731,0.0010,0.0010,0.0010,0.2644,1.0000,37.8600,63316.3308,0.0598,true
162,2320.0000,3538.0000,2320.0000,4698.0000,2581.1400,357.6434,2320.0000,2320.0000,2320.0000,2904.0000,3538.0000,0.1757,0.2733,0.0010,0.0010,0.0010,0.2830,1.0000,28.4800,49651.3250,0.0574,true
163,2320.0000,3774.0000,2320.0000,4698.0000,2651.8400,430.5379,2320.0000,2320.0000,2320.0000,2975.5000,3774.0000,0.1757,0.2745,0.0010,0.0010,0.0010,0.2731,1.0000,-70.7000,-123632.7391,0.0572,true
164,2320.0000,3934.0000,2320.0000,4698.0000,2657.4600,454.2454,2320.0000,2320.0000,2320.0000,2975.5000,3934.0000,0.1756,0.2765,0.0010,0.0010,0.0010,0.2556,1.0000,-5.6200,-9898.8102,0.0568,true
165,2320.0000,3724.0000,2320.0000,4698.0000,2665.9200,438.9954,2320.0000,2320.0000,2320.0000,2999.0000,3724.0000,0.1756,0.2745,0.0010,0.0010,0.0010,0.2598,1.0000,-8.4600,-15018.5868,0.0563,true
166,2320.0000,4088.0000,2320.0000,4698.0000,2646.6200,426.1896,2320.0000,2320.0000,2320.0000,2937.5000,4088.0000,0.1757,0.2742,0.0010,0.0010,0.0010,0.2726,1.0000,19.3000,33666.3922,0.0573,true
167,2320.0000,3900.0000,2320.0000,4698.0000,2656.2800,453.4644,2320.0000,2320.0000,2320.0000,2932.0000,3900.0000,0.1757,0.2698,0.0010,0.0010,0.0010,0.2993,1.0000,-9.6600,-16715.8105,0.0578,true
168,2320.0000,3810.0000,2320.0000,4698.0000,2631.7000,442.9996,2320.0000,2320.0000,2320.0000,2852.5000,3810.0000,0.1757,0.2709,0.0010,0.0010,0.0010,0.2965,1.0000,24.5800,44519.3074,0.0552,true
169,2320.0000,4184.0000,2320.0000,4698.0000,2650.0000,444.9241,2320.0000,2320.0000,2320.0000,2999.0000,4184.0000,0.1757,0.2732,0.0010,0.0010,0.0010,0.2823,1.0000,-18.3000,-32268.1323,0.0567,true
170,2320.0000,3742.0000,2320.0000,4698.0000,2607.8200,415.4275,2320.0000,2320.0000,2320.0000,2945.0000,3742.0000,0.1757,0.2760,0.0010,0.0010,0.0010,0.2948,1.0000,42.1800,72334.7773,0.0583,true
171,2320.0000,4088.0000,2320.0000,4698.0000,2615.4400,413.1293,2320.0000,2320.0000,2320.0000,2989.0000,4088.0000,0.1749,0.2773,0.0010,0.0010,0.0010,0.2803,1.0000,-7.6200,-13531.5114,0.0563,true
172,2320.0000,3732.0000,2320.0000,4698.0000,2604.8600,402.6002,2320.0000,2320.0000,2320.0000,2932.0000,3732.0000,0.1742,0.2801,0.0010,0.0010,0.0010,0.2667,1.0000,10.5800,17840.7318,0.0593,true
173,2320.0000,4184.0000,2320.0000,4698.0000,2697.2800,461.4869,2320.0000,2320.0000,2439.0000,3039.0000,4184.0000,0.1745,0.2807,0.0010,0.0010,0.0010,0.2569,1.0000,-92.4200,-165626.6465,0.0558,true
174,2320.0000,3872.0000,2320.0000,4698.0000,2637.7800,409.7268,2320.0000,2320.0000,2475.0000,2940.5000,3872.0000,0.1748,0.2787,0.0010,0.0010,0.0010,0.2620,1.0000,59.5000,107736.5723,0.0552,true
175,2320.0000,3770.0000,2320.0000,4698.0000,2639.3600,409.1963,2320.0000,2320.0000,2320.0000,2966.0000,3770.0000,0.1750,0.2776,0.0010,0.0010,0.0010,0.2775,1.0000,-1.5800,-2837.7252,0.0557,true
176,2320.0000,3848.0000,2320.0000,4698.0000,2685.8000,471.0490,2320.0000,2320.0000,2320.0000,3005.0000,3848.0000,0.1750,0.2790,0.0010,0.0010,0.0010,0.2457,1.0000,-46.4400,-82522.8830,0.0563,true
177,2320.0000,4170.0000,2320.0000,4698.0000,2622.7800,432.9058,2320.0000,2320.0000,2320.0000,2892.5000,4170.0000,0.1748,0.2799,0.0010,0.0010,0.0010,0.2398,1.0000,63.0200,113101.8293,0.0557,true
178,2320.0000,4178.0000,2320.0000,4698.0000,2681.4200,467.3560,2320.0000,2320.0000,2320.0000,3055.5000,4178.0000,0.1746,0.2859,0.0010,0.0010,0.0010,0.2592,1.0000,-58.6400,-98886.5149,0.0593,true
179,2320.0000,3964.0000,2320.0000,4698.0000,2612.0400,405.3097,2320.0000,2320.0000,2320.0000,2870.0000,3964.0000,0.1749,0.2828,0.0010,0.0010,0.0010,0.2669,1.0000,69.3800,125587.6172,0.0562,true
180,2320.0000,3918.0000,2320.0000,4698.0000,2640.3400,427.6832,2320.0000,2320.0000,2320.0000,3064.0000,3918.0000,0.1751,0.2786,0.0010,0.0010,0.0010,0.2613,1.0000,-28.3000,-49239.4848,0.0565,true
181,2320.0000,3646.0000,2320.0000,4698.0000,2674.9000,448.9433,2320.0000,2320.0000,2320.0000,3079.0000,3646.0000,0.1752,0.2805,0.0010,0.0010,0.0010,0.2585,1.0000,-34.5600,-60104.0342,0.0575,true
182,2320.0000,3820.0000,2320.0000,4698.0000,2674.9400,437.6980,2320.0000,2320.0000,2382.0000,3072.0000,3820.0000,0.1753,0.2779,0.0010,0.0010,0.0010,0.2462,1.0000,-0.0400,-68.3986,0.0585,true
183,2320.0000,3602.0000,2320.0000,4698.0000,2587.5400,392.0408,2320.0000,2320.0000,2320.0000,2902.5000,3602.0000,0.1754,0.2774,0.0010,0.0010,0.0010,0.2565,1.0000,87.4000,155108.6470,0.0563,true
184,2320.0000,3546.0000,2320.0000,4698.0000,2585.4200,373.1343,2320.0000,2320.0000,2320.0000,2852.5000,3546.0000,0.1755,0.2788,0.0010,0.0010,0.0010,0.2618,1.0000,2.1200,3792.3034,0.0559,true
185,2320.0000,3800.0000,2320.0000,4698.0000,2677.7800,501.3106,2320.0000,2320.0000,2320.0000,3079.0000,3800.0000,0.1756,0.2772,0.0010,0.0010,0.0010,0.2530,1.0000,-92.3600,-164282.5888,0.0562,true
186,2320.0000,3908.0000,2320.0000,4698.0000,2639.7800,421.1796,2320.0000,2320.0000,2320.0000,2910.5000,3908.0000,0.1756,0.2778,0.0010,0.0010,0.0010,0.2552,1.0000,38.0000,67465.7212,0.0563,true
187,2320.0000,4088.0000,2320.0000,4698.0000,2669.5000,443.0219,2320.0000,2320.0000,2320.0000,2966.0000,4088.0000,0.1757,0.2777,0.0010,0.0010,0.0010,0.2397,1.0000,-29.7200,-49349.6703,0.0602,true
188,2320.0000,3964.0000,2320.0000,4698.0000,2661.8400,458.7280,2320.0000,2320.0000,2320.0000,3011.0000,3964.0000,0.1757,0.2746,0.0010,0.0010,0.0010,0.2522,1.0000,7.6600,13858.8102,0.0553,true
189,2320.0000,3686.0000,2320.0000,4698.0000,2596.9800,390.3851,2320.0000,2320.0000,2320.0000,2904.0000,3686.0000,0.1757,0.2749,0.0010,0.0010,0.0010,0.2385,1.0000,64.8600,112279.8028,0.0578,true
190,2320.0000,3662.0000,2320.0000,4698.0000,2606.0600,389.7874,2320.0000,2320.0000,2320.0000,2904.0000,3662.0000,0.1757,0.2765,0.0010,0.0010,0.0010,0.2355,1.0000,-9.0800,-16130.5509,0.0563,true
191,2320.0000,3750.0000,2320.0000,4698.0000,2639.9800,438.3844,2320.0000,2320.0000,2320.0000,2996.0000,3750.0000,0.1758,0.2794,0.0010,0.0010,0.0010,0.2473,1.0000,-33.9200,-58105.3742,0.0584,true
192,2320.0000,4334.0000,2320.0000,4698.0000,2673.9800,507.3197,2320.0000,2320.0000,2320.0000,2987.0000,4334.0000,0.1754,0.2785,0.0010,0.0010,0.0010,0.2409,1.0000,-34.0000,-59628.8281,0.0570,true
193,2320.0000,4290.0000,2320.0000,4698.0000,2662.6600,447.2823,2320.0000,2320.0000,2320.0000,3002.0000,4290.0000,0.1755,0.2779,0.0010,0.0010,0.0010,0.2463,1.0000,11.3200,19449.6705,0.0582,true
194,2320.0000,3998.0000,2320.0000,4698.0000,2685.6000,444.1222,2320.0000,2320.0000,2470.0000,3032.0000,3998.0000,0.1755,0.2782,0.0010,0.0010,0.0010,0.2703,1.0000,-22.9400,-41111.0374,0.0558,true
195,2320.0000,4184.0000,2320.0000,4698.0000,2654.3800,462.7062,2320.0000,2320.0000,2320.0000,2966.0000,4184.0000,0.1756,0.2783,0.0010,0.0010,0.0010,0.2826,1.0000,31.2200,53312.0222,0.0586,true
196,2320.0000,3616.0000,2320.0000,4698.0000,2605.0200,411.4501,2320.0000,2320.0000,2320.0000,3030.5000,3616.0000,0.1753,0.2814,0.0010,0.0010,0.0010,0.2446,1.0000,49.3600,86293.7063,0.0572,true
197,2320.0000,3920.0000,2320.0000,4698.0000,2707.0800,482.5309,2320.0000,2320.0000,2482.0000,2976.5000,3920.0000,0.1750,0.2833,0.0010,0.0010,0.0010,0.2461,1.0000,-102.0600,-183139.2063,0.0557,true
198,2320.0000,3796.0000,2320.0000,4698.0000,2645.5600,452.0024,2320.0000,2320.0000,2320.0000,2992.5000,3796.0000,0.1751,0.2807,0.0010,0.0010,0.0010,0.2494,1.0000,61.5200,107614.3446,0.0572,true
199,2320.0000,4310.0000,2320.0000,4698.0000,2573.3600,390.0822,2320.0000,2320.0000,2320.0000,2828.0000,4310.0000,0.1753,0.2806,0.0010,0.0010,0.0010,0.2630,1.0000,72.2000,130895.7475,0.0552,true
200,2320.0000,3796.0000,2320.0000,4698.0000,2662.9800,411.1217,2320.0000,2320.0000,2518.0000,2966.0000,3796.0000,0.1750,0.2780,0.0010,0.0010,0.0010,0.2472,1.0000,-89.6200,-156609.8733,0.0572,true
201,2320.0000,4088.0000,2320.0000,4698.0000,2732.7200,475.3052,2320.0000,2320.0000,2518.0000,2979.5000,4088.0000,0.1748,0.2780,0.0010,0.0010,0.0010,0.2468,1.0000,-69.7400,-124495.4756,0.0560,true
202,2320.0000,3954.0000,2320.0000,4698.0000,2621.9000,412.1161,2320.0000,2320.0000,2320.0000,2858.0000,3954.0000,0.1750,0.2730,0.0010,0.0010,0.0010,0.2550,1.0000,110.8200,195972.3283,0.0565,true
203,2320.0000,3602.0000,2320.0000,4698.0000,2715.4600,444.4190,2320.0000,2320.0000,2518.0000,3106.0000,3602.0000,0.1752,0.2730,0.0010,0.0010,0.0010,0.2722,1.0000,-93.5600,-159942.2868,0.0585,true
204,2320.0000,3526.0000,2320.0000,4698.0000,2647.2000,385.4694,2320.0000,2320.0000,2459.0000,2963.0000,3526.0000,0.1753,0.2734,0.0010,0.0010,0.0010,0.2666,1.0000,68.2600,117658.6176,0.0580,true
205,2320.0000,3804.0000,2320.0000,4698.0000,2674.4400,436.0299,2320.0000,2320.0000,2494.0000,3008.0000,3804.0000,0.1754,0.2740,0.0010,0.0010,0.0010,0.2511,1.0000,-27.2400,-49515.2990,0.0550,true
206,2320.0000,3998.0000,2320.0000,4698.0000,2642.7200,445.0111,2320.0000,2320.0000,2320.0000,2966.5000,3998.0000,0.1755,0.2735,0.0010,0.0010,0.0010,0.2714,1.0000,31.7200,55630.6768,0.0570,true
207,2320.0000,4068.0000,2320.0000,4698.0000,2642.6000,434.5526,2320.0000,2320.0000,2320.0000,2966.0000,4068.0000,0.1756,0.2721,0.0010,0.0010,0.0010,0.2742,1.0000,0.1200,210.4455,0.0570,true
208,2320.0000,4310.0000,2320.0000,4698.0000,2569.0000,397.1373,2320.0000,2320.0000,2320.0000,2697.0000,4310.0000,0.1756,0.2736,0.0010,0.0010,0.0010,0.2581,1.0000,73.6000,126773.7124,0.0581,true
209,2320.0000,4310.0000,2320.0000,4698.0000,2631.8000,428.1843,2320.0000,2320.0000,2320.0000,2904.0000,4310.0000,0.1750,0.2780,0.0010,0.0010,0.0010,0.2567,1.0000,-62.8000,-110137.7599,0.0570,true
210,2320.0000,3778.0000,2320.0000,4698.0000,2619.5200,412.8262,2320.0000,2320.0000,2320.0000,2915.5000,3778.0000,0.1751,0.2774,0.0010,0.0010,0.0010,0.2747,1.0000,12.2800,21922.5427,0.0560,true
211,2320.0000,3672.0000,2320.0000,4698.0000,2556.2600,361.9876,2320.0000,2320.0000,2320.0000,2675.5000,3672.0000,0.1752,0.2769,0.0010,0.0010,0.0010,0.2625,1.0000,63.2600,110946.4472,0.0570,true
212,2320.0000,4016.0000,2320.0000,4698.0000,2634.1200,418.3267,2320.0000,2320.0000,2320.0000,2963.0000,4016.0000,0.1754,0.2730,0.0010,0.0010,0.0010,0.2578,1.0000,-77.8600,-125435.9891,0.0621,true
213,2320.0000,3796.0000,2320.0000,4698.0000,2552.6800,374.1001,2320.0000,2320.0000,2320.0000,2697.5000,3796.0000,0.1754,0.2725,0.0010,0.0010,0.0010,0.2493,1.0000,81.4400,145382.3606,0.0560,true
214,2320.0000,4190.0000,2320.0000,4698.0000,2706.5400,482.1023,2320.0000,2320.0000,2482.0000,3078.5000,4190.0000,0.1755,0.2713,0.0010,0.0010,0.0010,0.2661,1.0000,-153.8600,-272254.4958,0.0565,true
215,2320.0000,3858.0000,2320.0000,4698.0000,2714.0000,480.6086,2320.0000,2320.0000,2320.0000,3073.0000,3858.0000,0.1756,0.2728,0.0010,0.0010,0.0010,0.2559,1.0000,-7.4600,-12640.1900,0.0590,true
216,2320.0000,3952.0000,2320.0000,4698.0000,2582.8000,394.8761,2320.0000,2320.0000,2320.0000,2705.5000,3952.0000,0.1756,0.2765,0.0010,0.0010,0.0010,0.2689,1.0000,131.2000,226109.0459,0.0580,true
217,2320.0000,3874.0000,2320.0000,4698.0000,2573.9000,426.0553,2320.0000,2320.0000,2320.0000,2632.0000,3874.0000,0.1756,0.2732,0.0010,0.0010,0.0010,0.2464,1.0000,8.9000,15304.9029,0.0582,true
218,2320.0000,3796.0000,2320.0000,4698.0000,2673.8200,446.1545,2320.0000,2320.0000,2382.0000,2990.0000,3796.0000,0.1757,0.2745,0.0010,0.0010,0.0010,0.2532,1.0000,-99.9200,-181586.5562,0.0550,true
219,2320.0000,3796.0000,2320.0000,4698.0000,2666.6200,408.6485,2320.0000,2320.0000,2459.0000,3042.0000,3796.0000,0.1757,0.2757,0.0010,0.0010,0.0010,0.2571,1.0000,7.2000,12853.1951,0.0560,true
220,2320.0000,3828.0000,2320.0000,4698.0000,2669.2200,421.8761,2320.0000,2320.0000,2518.0000,2937.5000,3828.0000,0.1757,0.2744,0.0010,0.0010,0.0010,0.2608,1.0000,-2.6000,-4357.7367,0.0597,true
221,2320.0000,3800.0000,2320.0000,4698.0000,2701.4200,462.9759,2320.0000,2320.0000,2459.0000,3072.0000,3800.0000,0.1757,0.2763,0.0010,0.0010,0.0010,0.2773,1.0000,-32.2000,-56973.5038,0.0565,true
222,2320.0000,4100.0000,2320.0000,4698.0000,2624.5000,399.1149,2320.0000,2320.0000,2371.0000,2904.0000,4100.0000,0.1757,0.2787,0.0010,0.0010,0.0010,0.2415,1.0000,76.9200,132561.0372,0.0580,true
223,2320.0000,4152.0000,2320.0000,4698.0000,2672.5000,478.8821,2320.0000,2320.0000,2320.0000,3038.0000,4152.0000,0.1756,0.2816,0.0010,0.0010,0.0010,0.2489,1.0000,-48.0000,-86144.0832,0.0557,true
